initially_blocked_markets,alternate_donor_free_markets,assisted_markets,best_introduced_mean,best_introduced_median,best_introduced_max,best_used_mean,best_used_max,introduced_varies_across_orders,used_varies_across_orders,three_certified_orders,two_certified_orders
71,12,59,1.0169491525423728,1.0,2,1.0,1,11,1,55,4
